movieId,title,
232,Eat Drink Man Woman
233,Exotica
234,Exit to Eden
235,Ed Wood
236,French Kiss
237,Forget Paris
238,Far From Home: The Adventures of Yellow Dog
239,Goofy Movie
240,Hideaway
241,Fluke
242,Farinelli: il castrato
243,Gordy
246,Hoop Dreams
247,Heavenly Creatures
248,Houseguest
249,Immortal Beloved
250,Heavyweights
251,Hunted
252,I.Q.
253,Interview with the Vampire: The Vampire Chronicles
254,Jefferson in Paris
255,Jerky Boys
256,Junior
257,Just Cause
258,Kid in King Arthur's Court
259,Kiss of Death
260,Star Wars: Episode IV - A New Hope
261,Little Women
262,Little Princess
263,Ladybird Ladybird
265,Like Water for Chocolate
266,Legends of the Fall
267,Major Payne
269,My Crazy Life
270,Love Affair
271,Losing Isaiah
272,Madness of King George
273,Mary Shelley's Frankenstein
274,Man of the House
275,Mixed Nuts
276,Milk Money
277,Miracle on 34th Street
278,Miami Rhapsody
279,My Family
280,Murder in the First
281,Nobody's Fool
282,Nell
283,New Jersey Drive
284,New York Cop
285,Beyond Bedlam
287,Nina Takes a Lover
288,Natural Born Killers
289,Only You
290,Once Were Warriors
291,Poison Ivy II
292,Outbreak
293,Léon: The Professional
294,Perez Family
295,Pyromaniac's Love Story
296,Pulp Fiction
298,Pushing Hands
299,Priest
300,Quiz Show
301,Picture Bride
302,Queen Margot
303,Quick and the Dead
304,Roommates
305,Ready to Wear
306,Three Colors: Red
307,Three Colors: Blue
308,Three Colors: White
310,Rent-a-Kid
311,Relative Fear
312,Stuart Saves His Family
313,Swan Princess
314,Secret of Roan Inish
315,Specialist
316,Stargate
317,Santa Clause
318,Shawshank Redemption
319,Shallow Grave
320,Suture
321,Strawberry and Chocolate
322,Swimming with Sharks
324,Sum of Us
325,National Lampoon's Senior Trip
326,To Live
327,Tank Girl
328,Tales from the Crypt Presents: Demon Knight
329,Star Trek: Generations
330,Tales from the Hood
331,Tom & Viv
332,Village of the Damned
333,Tommy Boy
334,Vanya on 42nd Street
335,Underneath
336,Walking Dead
337,What's Eating Gilbert Grape
338,Virtuosity
339,While You Were Sleeping
340,War
341,Double Happiness
342,Muriel's Wedding
343,Baby-Sitters Club
344,Ace Ventura: Pet Detective
345,Adventures of Priscilla of the Desert
346,Backbeat
347,Bitter Moon
348,Bullets Over Broadway
349,Clear and Present Danger
350,Client
351,Corrina
352,Crooklyn
353,Crow
354,Cobb
355,Flintstones
356,Forrest Gump
357,Four Weddings and a Funeral
358,Higher Learning
359,I Like It Like That
360,I Love Trouble
361,It Could Happen to You
362,Jungle Book
363,Wonderful Life of Leni Riefenstahl
364,Lion King
365,Little Buddha
366,Wes Craven's New Nightmare
367,Mask
368,Maverick
369,Mrs. Parker and the Vicious Circle
370,Naked Gun 33 1/3: The Final Insult
371,Paper
372,Reality Bites
373,Red Rock West
374,Richie Rich
376,River Wild
377,Speed
378,Speechless
379,Timecop
380,True Lies
381,When a Man Loves a Woman
382,Wolf
383,Wyatt Earp
384,Bad Company
385,Man of No Importance
386,S.F.W.
387,Low Down Dirty Shame
388,Boys Life
389,Colonel Chabert
390,Faster Pussycat! Kill! Kill!
391,Jason's Lyric
393,Street Fighter
405,Highlander III: The Sorcerer
406,Federal Hill
407,In the Mouth of Madness
408,8 Seconds
409,Above the Rim
410,Addams Family Values
412,Age of Innocence
413,Airheads
414,Air Up There
415,Another Stakeout
416,Bad Girls
417,Barcelona
418,Being Human
419,Beverly Hillbillies
420,Beverly Hills Cop III
421,Black Beauty
422,Blink
423,Blown Away
424,Blue Chips
425,Blue Sky
426,Body Snatchers
427,Boxing Helena
428,Bronx Tale
429,Cabin Boy
430,Calendar Girl
431,Carlito's Way
432,City Slickers II: The Legend of Curly's Gold
433,Clean Slate
434,Cliffhanger
435,Coneheads
436,Color of Night
437,Cops and Robbersons
438,Cowboy Way
440,Dave
441,Dazed and Confused
442,Demolition Man
444,Even Cowgirls Get the Blues
445,Fatal Instinct
446,Farewell My Concubine
448,Fearless
449,Fear of a Black Hat
450,With Honors
451,Flesh and Bone
452,Widows' Peak
453,For Love or Money
454,Firm
455,Free Willy
456,Fresh
457,Fugitive
458,Geronimo: An American Legend
459,Getaway
460,Getting Even with Dad
461,Go Fish
464,Hard Target
466,Hot Shots! Part Deux
467,Live Nude Girls
468,Englishman Who Went Up a Hill But Came Down a Mountain
469,House of the Spirits
470,House Party 3
471,Hudsucker Proxy
472,I'll Do Anything
473,In the Army Now
474,In the Line of Fire
475,In the Name of the Father
476,Inkwell
477,What's Love Got to Do with It?
478,Jimmy Hollywood
479,Judgment Night
480,Jurassic Park
481,Kalifornia
482,Killing Zoe
484,Lassie
485,Last Action Hero
486,Life with Mikey
487,Lightning Jack
488,M. Butterfly
489,Made in America
490,Malice
491,Man Without a Face
492,Manhattan Murder Mystery
493,Menace II Society
494,Executive Decision
495,In the Realm of the Senses
496,What Happened Was...
497,Much Ado About Nothing
499,Mr. Wonderful
500,Mrs. Doubtfire
501,Naked
502,Next Karate Kid
504,No Escape
505,North
506,Orlando
507,Perfect World
508,Philadelphia
509,Piano
510,Poetic Justice
511,Program
512,Puppet Masters
513,Radioland Murders
514,Ref
515,Remains of the Day
516,Renaissance Man
517,Rising Sun
518,Road to Wellville
519,RoboCop 3
520,Robin Hood: Men in Tights
521,Romeo Is Bleeding
522,Romper Stomper
523,Ruby in Paradise
524,Rudy
526,Savage Nights
527,Schindler's List
528,Scout
529,Searching for Bobby Fischer
531,Secret Garden
532,Serial Mom
533,Shadow
534,Shadowlands
535,Short Cuts
536,Simple Twist of Fate
537,Sirens
538,Six Degrees of Separation
539,Sleepless in Seattle
540,Sliver
541,Blade Runner
542,Son in Law
543,So I Married an Axe Murderer
544,Striking Distance
546,Super Mario Bros.
547,Surviving the Game
548,Terminal Velocity
549,Thirty-Two Short Films About Glenn Gould
550,Threesome
551,Nightmare Before Christmas
552,Three Musketeers
553,Tombstone
555,True Romance
556,War Room
558,Pagemaster
562,Welcome to the Dollhouse
563,Germinal
564,Chasers
567,Kika
568,Bhaji on the Beach
569,Little Big League
573,Ciao!
574,Spanking the Monkey
575,Little Rascals
577,Andre
579,Escort
580,Princess Caraboo
581,Celluloid Closet
583,Dear Diary
585,Brady Bunch Movie
586,Home Alone
587,Ghost
588,Aladdin
589,Terminator 2: Judgment Day
590,Dances with Wolves
592,Batman
593,Silence of the Lambs
594,Snow White and the Seven Dwarfs
595,Beauty and the Beast
596,Pinocchio
597,Pretty Woman
599,Wild Bunch
600,Love and a .45
602,Great Day in Harlem
605,One Fine Day
606,Candyman: Farewell to the Flesh
608,Fargo
609,Homeward Bound II: Lost in San Francisco
610,Heavy Metal
611,Hellraiser: Bloodline
612,Pallbearer
613,Jane Eyre
615,Bread and Chocolate
616,Aristocats
617,Flower of My Secret
618,Two Much
619,Ed
626,Thin Line Between Love and Hate
627,Last Supper
628,Primal Fear
631,All Dogs Go to Heaven 2
632,Land and Freedom
633,Denise Calls Up
634,Theodore Rex
635,Family Thing
636,Frisk
637,Sgt. Bilko
638,Jack and Sarah
639,Girl 6
640,Diabolique
645,Nelly & Monsieur Arnaud
647,Courage Under Fire
648,Mission: Impossible
649,Cold Fever
650,Moll Flanders
653,Dragonheart
656,Eddie
661,James and the Giant Peach
662,Fear
663,Kids in the Hall: Brain Candy
665,Underground
667,Bloodsport 2
668,Song of the Little Road
670,World of Apu
671,Mystery Science Theater 3000: The Movie
673,Space Jam
674,Barbarella
678,Some Folks Call It a Sling Blade
679,Run of the Country
680,Alphaville
685,It's My Party
688,Operation Dumbo Drop
691,Mrs. Winterbourne
692,Solo
694,Substitute
695,True Crime
697,Feeling Minnesota
698,Delta of Venus
700,Angus
703,Boys
704,Quest
706,Sunset Park
707,Mulholland Falls
708,Truth About Cats & Dogs
709,Oliver & Company
710,Celtic Pride
711,Flipper
714,Dead Man
715,Horseman on the Roof
718,Visitors
719,Multiplicity
720,Wallace & Gromit: The Best of Aardman Animation
722,Haunted World of Edward D. Wood Jr.
724,Craft
725,Great White Hype
726,Last Dance
728,Cold Comfort Farm
731,Heaven's Prisoners
733,Rock
735,Cemetery Man
736,Twister
737,Barb Wire
741,Ghost in the Shell
742,Thinner
743,Spy Hard
745,Wallace & Gromit: A Close Shave
747,Stupids
748,Arrival
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
757,Ashes of Time
759,Maya Lin: A Strong Clear Vision
760,Stalingrad
761,Phantom
762,Striptease
764,Heavy
765,Jack
766,I Shot Andy Warhol
773,Touki Bouki
775,Spirits of the Dead
778,Trainspotting
779,'Til There Was You
780,Independence Day
781,Stealing Beauty
782,Fan
783,Hunchback of Notre Dame
784,Cable Guy
785,Kingpin
786,Eraser
788,Nutty Professor
790,Unforgettable Summer
791,Last Klezmer: Leopold Kozlowski Life and Music
795,Somebody to Love
798,Daylight
799,Frighteners
800,Lone Star
801,Harriet the Spy
802,Phenomenon
803,Walking and Talking
804,She's the One
805,Time to Kill
806,American Buffalo
808,Alaska
809,Fled
810,Kazaam
813,Larger Than Life
818,Very Brady Sequel
823,Collector
824,Kaspar Hauser
828,Adventures of Pinocchio
829,Joe's Apartment
830,First Wives Club
832,Ransom
833,High School High
835,Foxfire
836,Chain Reaction
837,Matilda
838,Emma
839,Crow: City of Angels
840,House Arrest
841,Eyes Without a Face
842,Tales from the Crypt Presents: Bordello of Blood
848,Spitfire Grill
849,Escape from L.A.
851,Basquiat
852,Tin Cup
858,Godfather
861,Supercop
866,Bound
867,Carpool
869,Kansas City
870,Gone Fishin'
875,Nothing to Lose
876,Supercop 2
879,Relic
880,Island of Dr. Moreau
881,First Kid
882,Trigger Effect
885,Bogus
886,Bulletproof
888,Land Before Time III: The Time of the Great Giving
889,1-900
891,Halloween: The Curse of Michael Myers
892,Twelfth Night
893,Mother Night
896,Wild Reeds
897,For Whom the Bell Tolls
898,Philadelphia Story
899,Singin' in the Rain
900,American in Paris
901,Funny Face
902,Breakfast at Tiffany's
903,Vertigo
904,Rear Window
905,It Happened One Night
906,Gaslight
907,Gay Divorcee
908,North by Northwest
909,Apartment
910,Some Like It Hot
911,Charade
912,Casablanca
913,Maltese Falcon
914,My Fair Lady
915,Sabrina
916,Roman Holiday
917,Little Princess
918,Meet Me in St. Louis
919,Wizard of Oz
920,Gone with the Wind
921,My Favorite Year
922,Sunset Blvd.
923,Citizen Kane
924,2001: A Space Odyssey
926,All About Eve
927,Women
928,Rebecca
929,Foreign Correspondent
930,Notorious
931,Spellbound
932,Affair to Remember
933,To Catch a Thief
934,Father of the Bride
935,Band Wagon
936,Ninotchka
937,Love in the Afternoon
938,Gigi
940,Adventures of Robin Hood
941,Mark of Zorro
942,Laura
943,Ghost and Mrs. Muir
944,Lost Horizon
945,Top Hat
946,To Be or Not to Be
947,My Man Godfrey
948,Giant
949,East of Eden
950,Thin Man
951,His Girl Friday
952,Around the World in 80 Days
953,It's a Wonderful Life
954,Mr. Smith Goes to Washington
955,Bringing Up Baby
956,Penny Serenade
959,Of Human Bondage
961,Little Lord Fauntleroy
963,Inspector General
965,39 Steps
968,Night of the Living Dead
969,African Queen
970,Beat the Devil
971,Cat on a Hot Tin Roof
973,Meet John Doe
976,Farewell to Arms
979,Nothing Personal
981,Dangerous Ground
982,Picnic
984,Pompatus of Love
986,Fly Away Home
987,Bliss
988,Grace of My Heart
990,Maximum Risk
991,Michael Collins
993,Infinity
994,Big Night
996,Last Man Standing
998,Set It Off
999,2 Days in the Valley
1003,Extreme Measures
1004,Glimmer Man
1005,D3: The Mighty Ducks
1006,Chamber
1007,Apple Dumpling Gang
1008,Davy Crockett of the Wild Frontier
1009,Escape to Witch Mountain
1010,Love Bug
1011,Herbie Rides Again
1012,Old Yeller
1013,Parent Trap
1014,Pollyanna
1015,Homeward Bound: The Incredible Journey
1016,Shaggy Dog
1017,Swiss Family Robinson
1018,That Darn Cat!
1019,20,000 Leagues Under the Sea
1020,Cool Runnings
1021,Angels in the Outfield
1022,Cinderella
1023,Winnie the Pooh and the Blustery Day
1024,Three Caballeros
1025,Sword in the Stone
1027,Robin Hood: Prince of Thieves
1028,Mary Poppins
1029,Dumbo
1030,Pete's Dragon
1031,Bedknobs and Broomsticks
1032,Alice in Wonderland
1033,Fox and the Hound
1034,Freeway
1035,Sound of Music
1036,Die Hard
1037,Lawnmower Man
1040,Secret Agent
1041,Secrets & Lies
1042,That Thing You Do!
1043,To Gillian on Her 37th Birthday
1046,Beautiful Thing
1047,Long Kiss Goodnight
1049,Ghost and the Darkness
1050,Looking for Richard
1051,Trees Lounge
1053,Normal Life
1054,Get on the Bus
1055,Shadow Conspiracy
1056,Jude
1057,Everyone Says I Love You
1059,William Shakespeare's Romeo + Juliet
1060,Swingers
1061,Sleepers
1064,Aladdin and the King of Thieves
1066,Shall We Dance
1068,Crossfire
1073,Willy Wonka & the Chocolate Factory
1076,Innocents
1077,Sleeper
1078,Bananas
1079,Fish Called Wanda
1080,Monty Python's Life of Brian
1081,Victor/Victoria
1082,Candidate
1083,Great Race
1084,Bonnie and Clyde
1085,Old Man and the Sea
1086,Dial M for Murder
1088,Dirty Dancing
1089,Reservoir Dogs
1090,Platoon
1091,Weekend at Bernie's
1092,Basic Instinct
1093,Doors
1094,Crying Game
1095,Glengarry Glen Ross
1096,Sophie's Choice
1097,E.T. the Extra-Terrestrial
1099,Christmas Carol
1100,Days of Thunder
1101,Top Gun
1103,Rebel Without a Cause
1104,Streetcar Named Desire
1105,Children of the Corn IV: The Gathering
1107,Loser
1111,Microcosmos
1112,Palookaville
1114,Funeral
1116,Single Girl
1117,Eighth Day
1119,Drunks
1120,People vs. Larry Flynt
1121,Glory Daze
1123,Perfect Candidate
1124,On Golden Pond
1125,Return of the Pink Panther
1126,Drop Dead Fred
1127,Abyss
1128,Fog
1129,Escape from New York
1130,Howling
1131,Jean de Florette
1132,Manon of the Spring
1135,Private Benjamin
1136,Monty Python and the Holy Grail
1137,Hustler White
1140,Entertaining Angels: The Dorothy Day Story
1144,Line King: The Al Hirschfeld Story
1147,When We Were Kings
1148,Wallace & Gromit: The Wrong Trousers
1150,Return of Martin Guerre
1151,Lesson Faust
1156,Children Are Watching Us
1161,Tin Drum
1162,Ruling Class
1163,Mina Tannenbaum
1167,Dear God
1170,Best of the Best 3: No Turning Back
1171,Bob Roberts
1172,Cinema Paradiso
1173,Cook the Thief His Wife & Her Lover
1175,Delicatessen
1176,Double Life of Veronique
1177,Enchanted April
1178,Paths of Glory
1179,Grifters
1180,Hear My Song
1183,English Patient
1184,Mediterraneo
1185,My Left Foot
1186,Sex Videotape
1187,Passion Fish
1188,Strictly Ballroom
1189,Thin Blue Line
1190,Tie Me Up! Tie Me Down!
1191,Madonna: Truth or Dare
1192,Paris Is Burning
1193,One Flew Over the Cuckoo's Nest
1194,Cheech and Chong's Up in Smoke
1196,Star Wars: Episode V - The Empire Strikes Back
1197,Princess Bride
1198,Raiders of the Lost Ark
1199,Brazil
1200,Aliens
1201,Good Bad and the Ugly
1202,Withnail & I
1203,12 Angry Men
1204,Lawrence of Arabia
1206,Clockwork Orange
1207,To Kill a Mockingbird
1208,Apocalypse Now
1209,Once Upon a Time in the West
1210,Star Wars: Episode VI - Return of the Jedi
1211,Wings of Desire
1212,Third Man
1213,Goodfellas
1214,Alien
1215,Army of Darkness
1216,Big Blue
1217,Ran
1218,Killer
1219,Psycho
1220,Blues Brothers
1221,Godfather: Part II
1222,Full Metal Jacket
1223,Grand Day Out with Wallace and Gromit
1224,Henry V
1225,Amadeus
1226,Quiet Man
1227,Once Upon a Time in America
1228,Raging Bull
1230,Annie Hall
1231,Right Stuff
1232,Stalker
1233,Boot
1234,Sting
1235,Harold and Maude
1236,Trust
1237,Seventh Seal
1238,Local Hero
1240,Terminator
1241,Dead Alive
1242,Glory
1243,Rosencrantz and Guildenstern Are Dead
1244,Manhattan
1245,Miller's Crossing
1246,Dead Poets Society
1247,Graduate
1248,Touch of Evil
1249,Femme Nikita
1250,Bridge on the River Kwai
1251,8 1/2
1252,Chinatown
1253,Day the Earth Stood Still
1254,Treasure of the Sierra Madre
1255,Bad Taste
1256,Duck Soup
1257,Better Off Dead...
1258,Shining
1259,Stand by Me
1260,M
1261,Evil Dead II
1262,Great Escape
1263,Deer Hunter
1264,Diva
1265,Groundhog Day
1266,Unforgiven
1267,Manchurian Candidate
1268,Pump Up the Volume
1269,Arsenic and Old Lace
1270,Back to the Future
1271,Fried Green Tomatoes
1272,Patton
1273,Down by Law
1274,Akira
1275,Highlander
1276,Cool Hand Luke
1277,Cyrano de Bergerac
1278,Young Frankenstein
1279,Night on Earth
1280,Raise the Red Lantern
1281,Great Dictator
1282,Fantasia
1283,High Noon
1284,Big Sleep
1285,Heathers
1286,Somewhere in Time
1287,Ben-Hur
1288,This Is Spinal Tap
1289,Koyaanisqatsi
1290,Some Kind of Wonderful
1291,Indiana Jones and the Last Crusade
1292,Being There
1293,Gandhi
1295,Unbearable Lightness of Being
1296,Room with a View
1297,Real Genius
1298,Pink Floyd: The Wall
1299,Killing Fields
1300,My Life as a Dog
1301,Forbidden Planet
1302,Field of Dreams
1303,Man Who Would Be King
1304,Butch Cassidy and the Sundance Kid
1305,Paris
1306,Until the End of the World
1307,When Harry Met Sally...
1310,Hype!
1312,Female Perversions
1318,Blue Juice
1320,Alien³
1321,American Werewolf in London
1322,Amityville 1992: It's About Time
1323,Amityville 3-D
1324,Amityville: Dollhouse
1325,Amityville: A New Generation
1326,Amityville II: The Possession
1327,Amityville Horror
1328,Amityville Curse
1329,Blood for Dracula
1330,April Fool's Day
1331,Audrey Rose
1332,Believers
1333,Birds
1334,Blob
1335,Blood Beach
1336,Body Parts
1337,Body Snatcher
1339,Dracula
1340,Bride of Frankenstein
1341,Burnt Offerings
1342,Candyman
1343,Cape Fear
1344,Cape Fear
1345,Carrie
1346,Cat People
1347,Nightmare on Elm Street
1348,Nosferatu
1349,Vampire in Venice
1350,Omen
1351,Blood and Wine
1352,Albino Alligator
1353,Mirror Has Two Faces
1354,Breaking the Waves
1355,Nightwatch
1356,Star Trek: First Contact
1357,Shine
1358,Sling Blade
1359,Jingle All the Way
1361,Paradise Lost: The Child Murders at Robin Hood Hills
1363,Preacher's Wife
1365,Ridicule
1366,Crucible
1367,101 Dalmatians
1370,Die Hard 2
1371,Star Trek: The Motion Picture
1372,Star Trek VI: The Undiscovered Country
1373,Star Trek V: The Final Frontier
1374,Star Trek II: The Wrath of Khan
1375,Star Trek III: The Search for Spock
1376,Star Trek IV: The Voyage Home
1377,Batman Returns
1378,Young Guns
1379,Young Guns II
1380,Grease
1381,Grease 2
1382,Marked for Death
1385,Under Siege
1387,Jaws
1388,Jaws 2
1389,Jaws 3-D
1390,My Fellow Americans
1391,Mars Attacks!
1392,Citizen Ruth
1393,Jerry Maguire
1394,Raising Arizona
1395,Tin Men
1396,Sneakers
1397,Bastard Out of Carolina
1398,In Love and War
1399,Marvin's Room
1401,Ghosts of Mississippi
1405,Beavis and Butt-Head Do America
1406,La Cérémonie
1407,Scream
1408,Last of the Mohicans
1409,Michael
1411,Hamlet
1412,Some Mother's Son
1413,Whole Wide World
1414,Mother
1415,Thieves
1416,Evita
1417,Portrait of a Lady
1419,Walkabout
1422,Murder at 1600
1423,Hearts and Minds
1425,Fierce Creatures
1426,Zeus and Roxanne
1427,Turbulence
1428,Angel Baby
1429,First Strike
1430,Underworld
1431,Beverly Hills Ninja
1432,Metro
1437,Cement Garden
1438,Dante's Peak
1439,Meet Wally Sparks
1440,Amos & Andrew
1441,Benny & Joon
1442,Prefontaine
1445,McHale's Navy
1446,Kolya
1447,Gridlock'd
1449,Waiting for Guffman
1453,Beautician and the Beast
1454,SubUrbia
1456,Pest
1457,Fools Rush In
1458,Touch
1459,Absolute Power
1460,That Darn Cat
1461,Vegas Vacation
1464,Lost Highway
1465,Rosewood
1466,Donnie Brasco
1468,Booty Call
1473,Best Men
1474,Jungle2Jungle
1475,Kama Sutra: A Tale of Love
1476,Private Parts
1477,Love Jones
1479,Saint
1480,Smilla's Sense of Snow
1483,Crash
1484,Daytrippers
1485,Liar Liar
1487,Selena
1488,Devil's Own
1489,Cats Don't Dance
1490,B*A*P*S
1493,Love and Other Catastrophes
1495,Turbo: A Power Rangers Movie
1496,Anna Karenina
1497,Double Team
1498,Inventing the Abbotts
1499,Anaconda
1500,Grosse Pointe Blank
1502,Kissed
1503,8 Heads in a Duffel Bag
1507,Paradise Road
1513,Romy and Michele's High School Reunion
1514,Temptress Moon
1515,Volcano
1516,Children of the Revolution
1517,Austin Powers: International Man of Mystery
1518,Breakdown
1519,Broken English
1526,Fathers' Day
1527,Fifth Element
1529,Nowhere
1533,Promise
1537,Shall We Dance?
1541,Addicted to Love
1542,Brassed Off
1544,Lost World: Jurassic Park
1545,Ponette
1546,Schizopolis
1547,Shiloh
1549,Rough Magic
1550,Trial and Error
1551,Buddy
1552,Con Air
1554,Pillow Book
1556,Speed 2: Cruise Control
1562,Batman & Robin
1564,For Roseanna
1565,Head Above Water
1566,Hercules
1569,My Best Friend's Wedding
1571,When the Cat's Away
1572,Contempt
1573,Face/Off
1574,Fall
1580,Men in Black
1581,Out to Sea
1582,Wild America
1583,Simple Wish
1584,Contact
1585,Love Serenade
1586,G.I. Jane
1587,Conan the Barbarian
1588,George of the Jungle
1589,Cop Land
1590,Event Horizon
1591,Spawn
1592,Air Bud
1593,Picture Perfect
1594,In the Company of Men
1596,Career Girls
1597,Conspiracy Theory
1598,Desperate Measures
1599,Steel
1600,She's So Lovely
1601,Hoodlum
1602,Leave It to Beaver
1603,Mimic
1604,Money Talks
1605,Excess Baggage
1606,Kull the Conqueror
1608,Air Force One
1609,187
1610,Hunt for Red October
1611,My Own Private Idaho
1612,Kiss Me
1613,Star Maps
1614,In & Out
1615,Edge
1616,Peacemaker
1617,L.A. Confidential
1619,Seven Years in Tibet
1620,Kiss the Girls
1621,Soul Food
1623,Wishmaster
1624,Thousand Acres
1625,Game
1626,Fire Down Below
1627,U Turn
1629,MatchMaker
1631,Assignment
1633,Ulee's Gold
1635,Ice Storm
1639,Chasing Amy
1641,Full Monty
1642,Indian Summer
1643,Mrs. Brown
1644,I Know What You Did Last Summer
1645,The Devil's Advocate
1646,RocketMan
1647,Playing God
1648,House of Yes
1649,Fast & Out of Control
1650,Washington Square
1652,Year of the Horse
1653,Gattaca
1654,FairyTale: A True Story
1655,Phantoms
1656,Swept from the Sea
1658,Life Less Ordinary
1659,Hurricane Streets
1660,Eve's Bayou
1661,Switchback
1662,Gang Related
1663,Stripes
1665,Bean
1667,Mad City
1670,Welcome to Sarajevo
1671,Deceiver
1672,Rainmaker
1673,Boogie Nights
1674,Witness
1675,Incognito
1676,Starship Troopers
1677,Critical Care
1678,Joy Luck Club
1679,Chairman of the Board
1680,Sliding Doors
1681,Mortal Kombat: Annihilation
1682,Truman Show
1683,Wings of the Dove
1684,Mrs. Dalloway
1685,I Love You Love You Not
1686,Red Corner
1687,Jackal
1688,Anastasia
1689,Man Who Knew Too Little
1690,Alien: Resurrection
1693,Amistad
1694,Apostle
1695,Artemisia
1696,Bent
1699,Butcher Boy
1701,Deconstructing Harry
1702,Flubber
1703,For Richer or Poorer
1704,Good Will Hunting
1707,Home Alone 3
1711,Midnight in the Garden of Good and Evil
1713,Mouse Hunt
1717,Scream 2
1718,Stranger in the House
1719,Sweet Hereafter
1721,Titanic
1722,Tomorrow Never Dies
1726,Postman
1727,Horse Whisperer
1729,Jackie Brown
1730,Kundun
1731,Mr. Magoo
1732,Big Lebowski
1733,Afterglow
1734,My Life in Pink
1735,Great Expectations
1739,3 Ninjas: High Noon On Mega Mountain
1746,Senseless
1747,Wag the Dog
1748,Dark City
1752,Hard Rain
1753,Half Baked
1754,Fallen
1755,Shooting Fish
1757,Fallen Angels
1759,Four Days in September
1760,Spice World
